"web.scraper.order","web.scraper.start.url","image.src","make","model","trim","personal","year","gear_type","cylinder","mileage","price","time","likes","car","car.href","date_sold","posted_time","mileage_range","year2","b_make","b_model","b_trim","a","b","aa","bb","price_pmmt","avg_ymmt","avg_mileage_range","year_updated","mileage_range_updated","price_year_value","avg_mileage_range_updated","pred1","pred2","pred3","predicted_price_rf","price_difference","percentage_difference","percentage_difference_updated","price_difference_rf","percentage_difference_rf","percentage_difference_updated_rf","absolut_difference","Year_Effect","Mileage_Effect","pred3_pmmt","pmmt_difference","pmmt_absolute"
"1712650146-18","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/202929-productcovers/b69f3a08-634f-4618-9f65-3dc469901084_0_cover.webp","Ford","Ford-Raptor","Ford-Ford-Raptor-Standard-6-Automatic","U Cars - Mawater City","Ford-Ford-Raptor-Standard-6-Automatic-2020","Automatic",6,1e+05,221000,"22 hours ago",831,NA,"https://qatarsale.com/en/product/ford_raptor_black_pick_up_automatic_2020-202929","","","Ford-Ford-Raptor-Standard-6-Automatic-1e+05","2020",-18934.8525755899,47199.8991528019,30330.3588917526,-55749325.4429098,27612.1780750761,30421031.5364555,-15028.1571865082,220837.094117647,2019.37647058824,78333.3333333333,"2020",1e+05,0,64154.0197090171,246821.081244037,232665.01146216,232665.01146216,214693.866666667,11665.01146216,5.27828572948418,5.27828572948418,-6306.13333333324,-2.85345399698337,-2.85345399698337,11665.01146216,25983.9871263895,-14156.0697818765,232665.01146216,-11827.917344513,-5.35594683120212
"1712650146-19","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/197044-productcovers/c3d8fd1b-20a5-45bc-b69f-e2bcc92fac07_0_cover.webp","BMW","BMW-X-Series","BMW-BMW-X-Series-X4 M Competition-6-Automatic","U Cars - Mawater City","BMW-BMW-X-Series-X4 M Competition-6-Automatic-2021","Automatic",6,18000,238000,"22 hours ago",1177,NA,"https://qatarsale.com/en/product/bmw_x_series_white_suv_automatic_2020_x4_m_competition-197044","","","BMW-BMW-X-Series-X4 M Competition-6-Automatic-20000","2021",1651.77240444844,9490.89296270618,65905.92760181,0,0,20000,0,238000,2021,20000,"2021",20000,0,20000,238000,238000,238000,245917.321233333,2.91038304567337e-11,1.22285001919049e-14,0,7917.32123333323,3.32660556022405,3.32660556022405,2.91038304567337e-11,2.91038304567337e-11,0,238000,-2.91038304567337e-11,-1.22285001919049e-14
"1712650146-23","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/215164-productcovers/d37a51ed-13a4-420d-872e-5320c487cbb2_0_cover.webp","Ford","Ford-Raptor","Ford-Ford-Raptor-SVT-8-Automatic","Black Edition Cars - Mawater City","Ford-Ford-Raptor-SVT-8-Automatic-2014","Automatic",8,286000,48000,"22 hours ago",39,NA,"https://qatarsale.com/en/product/ford_raptor_svt_black_pick_up_automatic_2014-215164","","","Ford-Ford-Raptor-SVT-8-Automatic-290000","2014",-18934.8525755899,47199.8991528019,-64943.7263355202,-39678680.6446574,19681.5834767646,30545344.2340759,-15068.8468158331,124272.727272727,2015.90909090909,185714.285714286,"2014",290000,0,196686.746987946,84301.2048192776,71714.9333720421,71714.9333720421,65119.4725,23714.9333720421,49.4061111917543,49.4061111917543,17119.4725,35.6655677083334,35.6655677083334,23714.9333720421,-39971.5224534497,-12586.2714472355,141306.856183032,-17034.1289103049,-13.7070532562805
"1712650146-24","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/215163-productcovers/b962e1d0-e952-41b4-82c3-b3fc561bbf1d_0_cover.webp","Mercedes-Benz","Mercedes-Benz-CLA","Mercedes-Benz-Mercedes-Benz-CLA-250-4-Automatic","Car Max","Mercedes-Benz-Mercedes-Benz-CLA-250-4-Automatic-2023","Automatic",4,22000,143000,"22 hours ago",85,NA,"https://qatarsale.com/en/product/mercedes_benz_cla_250_black_sedan_automatic_2023-215163","","","Mercedes-Benz-Mercedes-Benz-CLA-250-4-Automatic-30000","2023",-3463.39963732009,991.832606284659,-15095.3015384615,-45800828.8689382,22661.8819047621,36692568.0272115,-18129.2517006806,149249.9375,2021.125,14285.7142857143,"2023",30000,0,17091.8367346898,187542.762857149,183669.430693649,183669.430693649,182789.972133333,40669.430693649,28.44016132423,28.44016132423,39789.9721333333,27.8251553379953,27.8251553379953,40669.430693649,38292.8253571489,-3873.3321634999,183669.430693649,-34419.493193649,-23.0616466379753
"1712650146-26","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/215160-productcovers/77a5c12b-37b0-4c12-9903-f41b14981a06_0_cover.webp","Audi","Audi-Q7","Audi-Audi-Q7-45 TFSI Quattro-6-Automatic","Car Max","Audi-Audi-Q7-45 TFSI Quattro-6-Automatic-2016","Automatic",6,66000,89000,"22 hours ago",38,NA,"https://qatarsale.com/en/product/audi_q7_45_tfsi_quattro_gray_suv_automatic_2016-215160","","","Audi-Audi-Q7-45 TFSI Quattro-6-Automatic-70000","2016",-18680.3611594758,-26609.4282245008,-10550.5065359477,-40940744.4444495,20300.0000000025,59263777.7777778,-29333.3333333333,105111.111111111,2016.77777777778,132000,"2016",70000,0,127777.777777784,89166.6666666634,97409.6296296269,97409.6296296269,88226.5272,8409.62962962686,9.44902205576051,9.44902205576051,-773.472800000003,-0.869070561797756,-0.869070561797756,8409.62962962686,-15944.4444444477,8242.96296296349,97409.6296296269,7701.48148148425,7.32699083862138
"1712650146-27","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/215159-productcovers/742e7c3a-7133-4964-96e2-aec33a3a493f_0_cover.webp","Jetour","Jetour-T2","Jetour-Jetour-T2-Standard-4-Automatic","Strong Motors Trading - Mawater City","Jetour-Jetour-T2-Standard-4-Automatic-2024","Automatic",4,0,165000,"22 hours ago",26,NA,"https://qatarsale.com/en/product/blue_suv_automatic_2024_jetour_t2-215159","","","Jetour-Jetour-T2-Standard-4-Automatic-0","2024",-11536.0224156508,21669.7217675941,-389.45420906568,-3.96397890357469e-14,0,2686.5671641791,0,170358.208955224,2024,2686.5671641791,"2024",0,0,2686.5671641791,170695.652173913,171429.388708631,171429.388708631,170362.60814555,6429.38870863078,3.89659921735199,3.89659921735199,5362.60814555007,3.25006554275762,3.25006554275762,6429.38870863078,337.443218689179,733.736534717726,170822.470834235,-464.261879010766,-0.272520990833374
"1712650146-28","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/215156-productcovers/3879f516-064a-45f2-8344-21845b38ede3_0_cover.webp","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","Al Naseer","Lexus-Lexus-LX-570-8-Automatic-2015","Automatic",8,32000,240000,"22 hours ago",57,NA,"https://qatarsale.com/en/product/lexus_lx_570_white_suv_automatic_2015-215156","","","Lexus-Lexus-LX-570-8-Automatic-40000","2015",54098.7719572914,13677.0579784978,-25442.6622004695,-64129678.7944699,31803.1228377039,50602403.7959103,-25004.6283343065,200980.252427184,2016.31067961165,233333.333333333,"2015",40000,0,218077.702282608,156898.298269706,201602.439786379,201602.439786379,220588.133333333,-38397.5602136208,-15.998983422342,-15.998983422342,-19411.8666666667,-8.0882777777778,-8.0882777777778,38397.5602136208,-44081.9541574781,44704.1415166729,206034.643789195,-5054.39136201006,-2.51486964563411
"1712650146-29","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/215154-productcovers/155a1fa3-82f8-42be-b63b-251df42be0cf_0_cover.webp","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue  Autobiography-8-Automatic","Al Naseer","Land Rover-Land Rover-Range Rover-Vogue  Autobiography-8-Automatic-2014","Automatic",8,169000,90000,"22 hours ago",44,NA,"https://qatarsale.com/en/product/land_rover_range_rover_vogue_autobiography_black_suv_automatic_2014-215154","","","Land Rover-Land Rover-Range Rover-Vogue  Autobiography-8-Automatic-170000","2014",45484.2440943665,-33953.5800727703,37631.5198564593,-71282416.6236443,35342.5982142843,34623822.7956371,-17118.4400394985,210460.26984127,2016.8253968254,146363.636363636,"2014",170000,0,147284.556087211,107689.770833341,103775.817314387,103775.817314387,117698.563,13775.8173143872,15.3064636826524,15.3064636826524,27698.563,30.7761811111111,30.7761811111111,13775.8173143872,-102770.499007929,-3913.95351895339,103775.817314387,106684.452526883,50.6910176478176
"1712650146-30","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/204852-productcovers/22a09909-5f25-4165-9346-595be9bcee3b_0_cover.webp","Land Rover","Land Rover-Defender","Land Rover-Land Rover-Defender-110 HSE-6-Automatic","Personal","Land Rover-Land Rover-Defender-110 HSE-6-Automatic-2022","Automatic",6,1e+05,320000,"22 hours ago",432,NA,"https://qatarsale.com/en/product/land_rover_defender_110_hse_white_suv_automatic_2022-204852","","","Land Rover-Land Rover-Defender-110 HSE-6-Automatic-1e+05","2022",45484.2440943665,103302.876048511,1239.16171497585,-58393230.3317033,28883.8408816427,35049170.3296694,-17308.6080586076,309161.209677419,2021.46774193548,56666.6666666667,"2022",1e+05,0,51164.8351648375,320873.619867142,295801.754079195,295801.754079195,318381.526366667,-24198.2459208051,-7.56195185025159,-7.56195185025159,-1618.47363333328,-0.505773010416651,-0.505773010416651,24198.2459208051,11712.410189723,-25071.8657879474,299787.767211269,9373.44246615027,3.03189474382332
"1712650146-31","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/215151-productcovers/e6c38181-c0f3-4b66-97e2-a425955b9894_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GX-6-Automatic","Al Naseer","Toyota-Toyota-Land Cruiser-GX-6-Automatic-2024","Automatic",6,0,242000,"23 hours ago",39,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gx_black_suv_automatic_2024-215151","","","Toyota-Toyota-Land Cruiser-GX-6-Automatic-0","2024",43423.6054989566,25284.0485718444,-18639.0611018364,-30656570.1194305,15156.5134739096,53740389.3854743,-26547.2817014016,212786.343612335,2022.19383259912,408.163265306122,"2024",0,0,8691.22183734924,231233.151762463,234448.66955145,234448.66955145,242234.406202297,-7551.33044854962,-3.12038448287174,-3.12038448287174,234.406202296756,0.096862067064775,0.096862067064775,7551.33044854962,18446.8081501283,3215.51778898723,200508.411854623,12277.9317577119,5.77007506650917
"1712650146-32","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/215149-productcovers/5ce0b139-e4ce-4f6b-a327-84a62ecd8465_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR-8-Automatic","Edision Car Showroom","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-2017","Automatic",8,183000,159000,"23 hours ago",25,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_silver_suv_automatic_2017-215149","","","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-190000","2017",43423.6054989566,25284.0485718444,-64091.9940286657,-31302391.8428448,15512.3153186955,51296131.5009369,-25337.6795557454,164699.995652174,2017.84782608696,195312.5,"2017",190000,0,190031.836998545,151515.222037174,151522.94010102,151522.94010102,158198.366666667,-7477.05989897996,-4.70255339558488,-4.70255339558488,-801.633333333302,-0.504171907756794,-0.504171907756794,7477.05989897996,-13184.7736149995,7.71806384559022,156591.534240483,8108.46141169086,4.92317038599985
"1712650146-33","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/212916-productcovers/9451e980-8110-4627-a6da-736d1635465b_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR-6-Automatic","Al Naseer","Toyota-Toyota-Land Cruiser-GXR-6-Automatic-2024","Automatic",6,0,266000,"23 hours ago",114,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_black_suv_automatic_2024-212916","","","Toyota-Toyota-Land Cruiser-GXR-6-Automatic-0","2024",43423.6054989566,25284.0485718444,-600.250644320051,-35633262.2664057,17625.6705825806,53674951.0486927,-26519.6251193117,230207.445705024,2021.5623987034,666.666666666667,"2024",0,0,0,270153.803194892,270153.803194892,270153.803194892,273480.470472321,4153.80319489154,1.56158014845547,1.56158014845547,7480.47047232121,2.81220694448166,2.81220694448166,4153.80319489154,39946.3574898672,0,226146.497082102,4060.94862292262,1.76403878270997
"1712650146-34","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/215148-productcovers/94df69d9-3862-4858-8ece-1ccd8790687b_0_cover.webp","Jetour","Jetour-T2","Jetour-Jetour-T2-Standard-4-Automatic","Al Imtiaz - Mawater City","Jetour-Jetour-T2-Standard-4-Automatic-2024","Automatic",4,0,169000,"23 hours ago",57,NA,"https://qatarsale.com/en/product/black_suv_automatic_2024_jetour_t2-215148","","","Jetour-Jetour-T2-Standard-4-Automatic-0","2024",-11536.0224156508,21669.7217675941,-389.45420906568,-3.96397890357469e-14,0,2686.5671641791,0,170358.208955224,2024,2686.5671641791,"2024",0,0,2686.5671641791,170695.652173913,171429.388708631,171429.388708631,170362.60814555,2429.38870863078,1.43750811161585,1.43750811161585,1362.60814555007,0.806277009201224,0.806277009201224,2429.38870863078,337.443218689179,733.736534717726,170822.470834235,-464.261879010766,-0.272520990833374
"1712650146-36","https://qatarsale.com/en/products/cars_for_sale?page=10","https://qsbproduction.blob.core.windows.net/211784-productcovers/b50c03d8-1347-4694-8a87-d3c70ad1b7e9_0_cover.webp","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","Al Naseer","Lexus-Lexus-LX-570-8-Automatic-2016","Automatic",8,255000,180000,"23 hours ago",271,NA,"https://qatarsale.com/en/product/lexus_lx_570_white_suv_automatic_2016-211784","","","Lexus-Lexus-LX-570-8-Automatic-260000","2016",54098.7719572914,13677.0579784978,-25442.6622004695,-64129678.7944699,31803.1228377039,50602403.7959103,-25004.6283343065,200980.252427184,2016.31067961165,177179.487179487,"2016",260000,0,193073.073948301,188701.421107406,168494.691417317,168494.691417317,181802.1,-11505.308582683,-6.39183810149056,-6.39183810149056,1802.10000000001,1.00116666666667,1.00116666666667,11505.308582683,-12278.8313197781,-20206.7296900893,206034.643789195,-5054.39136201006,-2.51486964563411
"1712650157-37","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215190-productcovers/e9508e76-d5f2-4c6f-9397-3f8c4b89d4d6_0_cover.webp","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","Al Kawthar - Mawater City","Lexus-Lexus-LX-570 S-8-Automatic-2019","Automatic",8,169000,265000,"22 hours ago",25,NA,"https://qatarsale.com/en/product/lexus_lx_570_s_white_suv_automatic_2019-215190","","","Lexus-Lexus-LX-570 S-8-Automatic-170000","2019",54098.7719572914,13677.0579784978,-5411.46503700008,-59899105.1833504,29693.5730395604,46157764.3102579,-22804.1317537058,224152.420731707,2017.17682926829,104090.909090909,"2019",170000,0,116222.299525879,275534.555451991,251826.371782603,251826.371782603,270963.898533333,-13173.6282173965,-4.97118045939492,-4.97118045939492,5963.89853333338,2.25052774842769,2.25052774842769,13173.6282173965,51382.1347202836,-23708.1836693875,226144.305812241,-1991.88508053386,-0.888629743114837
"1712650157-38","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215181-productcovers/791a3f2b-324a-4558-abbe-61c63d9e57e0_0_cover.webp","Alfa Romeo","Alfa Romeo-Stelvio","Alfa Romeo-Alfa Romeo-Stelvio-Standard-4-Automatic","Qatar Automobile Company","Alfa Romeo-Alfa Romeo-Stelvio-Standard-4-Automatic-2019","Automatic",4,94000,90000,"22 hours ago",32,NA,"https://qatarsale.com/en/product/alfa_romeo_stelvio_red_suv_automatic_2019-215181","","","Alfa Romeo-Alfa Romeo-Stelvio-Standard-4-Automatic-1e+05","2019",-64951.4070310354,63000,-50000,0,0,60000,0,109000,2020,NA,"2019",1e+05,-10900,60000,98100,91821.6,91821.6,54678.8637,1821.60000000001,2.02400000000001,2.02400000000001,-35321.1363,-39.245707,-39.245707,1821.60000000001,-10900,-6278.39999999999,91821.6,17178.4,15.76
"1712650157-39","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215189-productcovers/1bb13eac-da6c-485f-b409-63ebec7e8358_0_cover.webp","GMC","GMC-Sierra","GMC-GMC-Sierra-AT4-8-Automatic","Triple Two Showroom","GMC-GMC-Sierra-AT4-8-Automatic-2021","Automatic",8,65000,180000,"22 hours ago",37,NA,"https://qatarsale.com/en/product/gmc_sierra_at4_gray_pick_up_automatic_2021-215189","","","GMC-GMC-Sierra-AT4-8-Automatic-70000","2021",-30999.4974419943,357.050570321453,10510.711971785,-53126633.6172498,26292.532613585,38897859.8484866,-19215.90909091,142963.414634146,2020.89024390244,56666.6666666667,"2021",70000,0,62507.575757578,151394.46693657,149579.568417779,149579.568417779,143254.1655,-30420.4315822206,-16.9002397679003,-16.9002397679003,-36745.8344999999,-20.4143524999999,-20.4143524999999,30420.4315822206,8431.05230242363,-1814.89851879058,143518.133248544,-554.718614397658,-0.388014385230811
"1712650157-43","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/210896-productcovers/27653645-1679-4de6-bfb9-e1aeb32b1585_0_cover.webp","Chevrolet","Chevrolet-Camaro","Chevrolet-Chevrolet-Camaro-SS-8-Automatic","Acacia Car Showroom - Mawater City","Chevrolet-Chevrolet-Camaro-SS-8-Automatic-2017","Automatic",8,73000,105000,"22 hours ago",310,NA,"https://qatarsale.com/en/product/chevrolet_camaro_ss_black_coupe_sport_automatic_2017-210896","","","Chevrolet-Chevrolet-Camaro-SS-8-Automatic-80000","2017",-45526.975609589,-3835.14570716067,1952.38095238095,-15776701.5170409,7813.96508728187,15464296.7581047,-7635.9102244389,113541.666666667,2018.66666666667,82000,"2017",80000,0,62665.8354114704,97607.7306733193,94900.6131235526,94900.6131235526,103408.3855,-10099.3868764474,-9.61846369185463,-9.61846369185463,-1591.61449999997,-1.5158233333333,-1.5158233333333,10099.3868764474,-15933.9359933473,-2707.1175497667,94900.6131235526,18641.053543114,16.417808625128
"1712650157-44","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/209766-productcovers/23759efb-2bff-4eb0-ad26-f883fe97d827_0_cover.webp","Toyota","Toyota-Coaster","Toyota-Toyota-Coaster-Standard-4-Manual","Acacia Car Showroom - Mawater City","Toyota-Toyota-Coaster-Standard-4-Manual-2015","Manual",4,165000,75000,"22 hours ago",146,NA,"https://qatarsale.com/en/product/toyota_coaster_white_van_bus_manual_2015-209766","","","Toyota-Toyota-Coaster-Standard-4-Manual-170000","2015",43423.6054989566,-79375.012529992,-45000,-20155000,10000,20320000,-10000,80000,2015.5,170000,"2015",170000,0,170000,75000,75000,75000,70790.5124666667,0,0,0,-4209.48753333332,-5.61265004444442,-5.61265004444442,0,-5000,0,75000,5000,6.25
"1712650157-45","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/191351-productcovers/f205ba5d-ed45-494f-a8bc-80965881895d_0_cover.webp","Changan","Changan-UNI-T","Changan-Changan-UNI-T-Standard-4-Automatic","Acacia Car Showroom - Mawater City","Changan-Changan-UNI-T-Standard-4-Automatic-2023","Automatic",4,17000,81000,"22 hours ago",1678,NA,"https://qatarsale.com/en/product/changan_gray_suv_automatic_2023_uni_t-191351","","","Changan-Changan-UNI-T-Standard-4-Automatic-20000","2023",-92853.8704456696,4652.46341463414,8250,-6070000,3000,20000,0,81000,2023.33333333333,20000,"2023",20000,0,20000,80000,80000,80000,78824.9513095238,-1000,-1.23456790123457,-1.23456790123457,-2175.04869047618,-2.68524529688417,-2.68524529688417,1000,-1000,0,80000,1000,1.23456790123457
"1712650157-46","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215186-productcovers/f081f77f-00a0-421b-a6f9-83e065eed38a_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GX-6-Automatic","Al Kawthar - Mawater City","Toyota-Toyota-Land Cruiser-GX-6-Automatic-2024","Automatic",6,0,238000,"22 hours ago",62,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gx_white_suv_automatic_2024-215186","","","Toyota-Toyota-Land Cruiser-GX-6-Automatic-0","2024",43423.6054989566,25284.0485718444,-18639.0611018364,-30656570.1194305,15156.5134739096,53740389.3854743,-26547.2817014016,212786.343612335,2022.19383259912,408.163265306122,"2024",0,0,8691.22183734924,231233.151762463,234448.66955145,234448.66955145,242234.406202297,-3551.33044854962,-1.4921556506511,-1.4921556506511,4234.40620229676,1.77916226987259,1.77916226987259,3551.33044854962,18446.8081501283,3215.51778898723,200508.411854623,12277.9317577119,5.77007506650917
"1712650157-47","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/94104-productcovers/284d199f-a1b6-45d7-ac47-5c977b943044_0_cover.webp","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport-8-Automatic","Acacia Car Showroom - Mawater City","Land Rover-Land Rover-Range Rover-Sport-8-Automatic-2014","Automatic",8,82000,95000,"22 hours ago",3751,NA,"https://qatarsale.com/en/product/land_rover_range_rover_sport_dark_blue_suv_automatic_2014-94104","","","Land Rover-Land Rover-Range Rover-Sport-8-Automatic-90000","2014",45484.2440943665,-33953.5800727703,-46315.4043859649,-57441166.1490678,28487.0600414076,25195697.7225753,-12443.0641821986,129923.076923077,2016.30769230769,166666.666666667,"2014",90000,0,135366.459627338,57939.4409937958,62145.0526908767,62145.0526908767,105756.157133333,-32854.9473091233,-34.5841550622351,-34.5841550622351,10756.1571333333,11.3222706666667,11.3222706666667,32854.9473091233,-71983.6359292811,4205.61169708089,62145.0526908767,67778.0242322002,52.1678102438486
"1712650157-49","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/209770-productcovers/630991f9-a33a-49a3-b72a-e075780a07b9_0_cover.webp","Cadillac","Cadillac-CTS","Cadillac-Cadillac-CTS-Standard-6-Automatic","Acacia Car Showroom - Mawater City","Cadillac-Cadillac-CTS-Standard-6-Automatic-2014","Automatic",6,109000,42000,"22 hours ago",290,NA,"https://qatarsale.com/en/product/cadillac_cts_white_sedan_automatic_2014-209770","","","Cadillac-Cadillac-CTS-Standard-6-Automatic-110000","2014",-37166.4822998526,-79784.9247311828,-8000,0,0,135000,0,36000,2014,135000,"2014",110000,0,135000,36000,37440,37440,48683.7169666667,-4560,-10.8571428571429,-10.8571428571429,6683.71696666667,15.9136118253968,15.9136118253968,4560,0,1440,37440,-1440,-4
"1712650157-50","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215184-productcovers/5f1385ec-09c7-466f-8cf9-0ca6912d853f_0_cover.webp","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","525","Lexus-Lexus-LX-570-8-Automatic-2017","Automatic",8,90000,218000,"22 hours ago",87,NA,"https://qatarsale.com/en/product/lexus_lx_570_white_suv_automatic_2017-215184","","","Lexus-Lexus-LX-570-8-Automatic-90000","2017",54098.7719572914,13677.0579784978,-25442.6622004695,-64129678.7944699,31803.1228377039,50602403.7959103,-25004.6283343065,200980.252427184,2016.31067961165,157462.686567164,"2017",90000,0,168068.445613988,220504.543945114,248047.6591397,248047.6591397,230447.341919192,30047.6591396998,13.7833298805962,13.7833298805962,12447.341919192,5.70978987118899,5.70978987118899,30047.6591396998,19524.2915179293,27543.115194586,206034.643789195,-5054.39136201006,-2.51486964563411
"1712650157-51","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/184246-productcovers/e6b8a365-c857-4333-bf4c-c83558929965_0_cover.webp","Nissan","Nissan-Patrol","Nissan-Nissan-Patrol-LE-8-Automatic","Acacia Car Showroom - Mawater City","Nissan-Nissan-Patrol-LE-8-Automatic-2020","Automatic",8,72000,173000,"22 hours ago",1484,NA,"https://qatarsale.com/en/product/nissan_patrol_le_white_suv_automatic_2020-184246","","","Nissan-Nissan-Patrol-LE-8-Automatic-80000","2020",-29803.7596511228,21392.8246088828,23233.7215595916,-35945007.6657007,17791.8791165528,35944311.8786035,-17760.334903195,177184.210526316,2020.07894736842,60000,"2020",80000,0,68435.3741496578,170362.343284419,167210.060469904,167210.060469904,169724.033333333,-5789.93953009599,-3.34678585554681,-3.34678585554681,-3275.96666666667,-1.89362235067438,-1.89362235067438,5789.93953009599,-6821.86724189678,-3152.282814515,126080.24492424,51103.9656020761,28.8422797100682
"1712650157-52","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/69586-productcovers/2d5758a2-4a15-4a95-8529-1519c6a775b0_0_cover.webp","Audi","Audi-A8","Audi-Audi-A8-L-12-Automatic","Acacia Car Showroom - Mawater City","Audi-Audi-A8-L-12-Automatic-2014","Automatic",12,91000,79000,"22 hours ago",3510,NA,"https://qatarsale.com/en/product/audi_a8_l_white_sedan_automatic_2014-69586","","","Audi-Audi-A8-L-12-Automatic-1e+05","2014",-18680.3611594758,21194.6112712975,-52965.6571428571,-126913500.000001,63000.0000000005,161220000,-80000,110500,2014.5,1e+05,"2014",1e+05,0,1e+05,79000,79000,79000,77226.4630333334,0,0,0,-1773.53696666659,-2.24498350210961,-2.24498350210961,0,-31500,0,79000,31500,28.5067873303167
"1712650157-54","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/214783-productcovers/5aa038e0-c837-481d-b6cc-ce8e037bd08a_0_cover.webp","Jetour","Jetour-T2","Jetour-Jetour-T2-Standard-4-Automatic","Al Wajbah-Mawater City","Jetour-Jetour-T2-Standard-4-Automatic-2024","Automatic",4,0,156000,"22 hours ago",108,NA,"https://qatarsale.com/en/product/jetour_t2_gray_suv_automatic_2024-214783","","","Jetour-Jetour-T2-Standard-4-Automatic-0","2024",-11536.0224156508,21669.7217675941,-389.45420906568,-3.96397890357469e-14,0,2686.5671641791,0,170358.208955224,2024,2686.5671641791,"2024",0,0,2686.5671641791,170695.652173913,171429.388708631,171429.388708631,170362.60814555,15429.3887086308,9.89063378758383,9.89063378758383,14362.6081455501,9.20680009330133,9.20680009330133,15429.3887086308,337.443218689179,733.736534717726,170822.470834235,-464.261879010766,-0.272520990833374
"1712650157-55","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/212635-productcovers/ffaf7812-6251-48f1-a103-53a57cf239b4_0_cover.webp","Jetour","Jetour-T2","Jetour-Jetour-T2-Standard-4-Automatic","Al Wajbah-Mawater City","Jetour-Jetour-T2-Standard-4-Automatic-2024","Automatic",4,0,172000,"22 hours ago",607,NA,"https://qatarsale.com/en/product/black_suv_automatic_2024_jetour_t2-212635","","","Jetour-Jetour-T2-Standard-4-Automatic-0","2024",-11536.0224156508,21669.7217675941,-389.45420906568,-3.96397890357469e-14,0,2686.5671641791,0,170358.208955224,2024,2686.5671641791,"2024",0,0,2686.5671641791,170695.652173913,171429.388708631,171429.388708631,170362.60814555,-570.61129136922,-0.331750750796058,-0.331750750796058,-1637.39185444993,-0.951972008401123,-0.951972008401123,570.61129136922,337.443218689179,733.736534717726,170822.470834235,-464.261879010766,-0.272520990833374
